timestamp,employee,door
1677057062,168819,6-0
1677057064,168816,5-24
1677057067,168777,6-25
1677057071,168871,2-0
1677057076,168871,3-0
1677057081,168873,4-0
1677057085,168898,5-0
1677057090,168894,3-0
1677057094,168800,2-5
1677057095,168773,2-22
1677057098,168804,1-5
1677057099,168812,2-21
1677057102,168856,2-0
1677057106,168806,6-20
1677057109,168783,2-2
1677057112,168778,4-18
1677057115,168802,1-14
1677057117,168847,4-7
1677057118,168787,6-4
1677057121,168808,6-19
1677057125,168808,6-22
1677057129,168830,4-0
1677057130,168797,1-12
1677057135,168793,5-17
1677057140,168787,6-10
1677057142,168851,2-9
1677057144,168804,1-5
1677057150,168866,5-19
1677057152,168820,2-21
1677057159,168814,1-19
1677057165,168793,5-8
1677057170,168859,3-0
1677057176,168818,1-0
1677057182,168817,4-14
1677057186,168790,5-0
1677057188,168826,1-0
1677057191,168824,1-25
1677057194,168868,1-17
1677057197,168809,3-7
1677057200,168792,5-16
1677057206,168890,4-12
1677057210,168820,2-13
1677057213,168806,6-1
1677057214,168856,2-4
1677057215,168817,4-1
1677057221,168837,3-0
1677057224,168829,5-5
1677057225,168893,0-0
1677057231,168808,6-20
1677057237,168819,6-14
1677057240,168818,1-1
1677057241,168805,2-0
1677057242,168826,5-0
1677057248,168820,2-23
1677057249,168789,6-15
1677057255,168845,1-14
1677057256,168856,1-0
1677057259,168899,4-14
1677057261,168799,3-20
1677057266,168814,1-14
1677057270,168851,2-1
1677057271,168808,6-18
1677057274,168860,3-15
1677057275,168861,5-0
1677057281,168840,5-23
1677057282,168889,3-0
1677057288,168818,1-17
1677057292,168828,3-15
1677057298,168897,5-2
1677057299,168860,3-18
1677057302,168814,1-11
1677057305,168822,4-1
1677057306,168830,4-16
1677057307,168789,6-2
1677057313,168808,4-0
1677057317,168787,6-11
1677057322,168852,2-0
1677057325,168790,5-17
1677057330,168777,6-9
1677057332,168889,3-10
1677057334,168815,5-24
1677057336,168821,5-7
1677057338,168851,5-0
1677057342,168798,3-13
1677057346,168817,4-23
1677057351,168795,2-6
1677057357,168861,2-0
1677057360,168846,6-11
1677057366,168842,4-0
1677057371,168827,6-20
1677057374,168821,5-13
1677057375,168804,1-11
1677057379,168880,1-18
1677057384,168816,2-0
1677057388,168810,4-14
1677057390,168847,4-4
1677057395,168798,5-0
1677057398,168830,4-16
1677057401,168826,5-24
1677057403,168849,4-2
1677057407,168849,4-13
1677057408,168785,6-4
1677057409,168825,1-4
1677057414,168805,2-17
1677057419,168780,1-22
1677057420,168889,3-12
1677057423,168792,5-4
1677057424,168866,5-22
1677057425,168816,2-20
1677057430,168828,3-14
1677057434,168882,2-13
1677057435,168883,6-2
1677057436,168793,5-6
1677057442,168849,4-7
1677057448,168899,4-23
1677057454,168849,4-1
1677057457,168869,1-4
1677057463,168785,6-1
1677057465,168781,2-17
1677057471,168837,3-14
1677057476,168828,3-6
1677057478,168883,6-11
1677057484,168803,1-9
1677057488,168823,6-0
1677057493,168880,1-24
1677057495,168794,5-25
1677057500,168822,4-22
1677057503,168869,1-14
1677057505,168893,2-0
1677057506,168817,4-12
1677057509,168816,2-21
1677057515,168783,2-6
1677057519,168866,5-1
1677057522,168781,2-21
1677057527,168773,2-0
1677057531,168867,4-16
1677057533,168815,5-0
1677057538,168794,5-11
1677057544,168858,1-8
1677057550,168781,2-7
1677057552,168773,2-14
1677057556,168876,2-9
1677057561,168795,2-4
1677057562,168783,2-3
1677057567,168881,6-17
1677057573,168778,4-14
1677057578,168781,2-25
1677057580,168814,1-14
1677057586,168821,5-9
1677057591,168813,2-12
1677057593,168843,6-21
1677057596,168815,4-0
1677057601,168841,1-5
1677057604,168849,4-18
1677057606,168822,4-1
1677057607,168811,2-11
1677057612,168861,3-0
1677057618,168804,1-3
1677057623,168852,2-4
1677057627,168817,4-14
1677057629,168773,2-21
1677057635,168782,4-24
1677057640,168779,3-2
1677057645,168845,1-23
1677057649,168875,5-13
1677057654,168895,2-3
1677057658,168823,6-20
1677057661,168788,6-24
1677057665,168837,3-22
1677057668,168870,6-13
1677057670,168826,5-21
1677057671,168777,6-25
1677057673,168798,5-9
1677057674,168819,6-17
1677057677,168865,0-0
1677057678,168827,6-17
1677057680,168840,5-16
1677057682,168869,1-24
1677057687,168862,5-9
1677057693,168815,4-19
1677057695,168824,1-0
1677057701,168878,3-0
1677057707,168828,3-3
1677057713,168856,1-19
1677057717,168838,2-7
1677057718,168865,4-0
1677057724,168879,4-9
1677057727,168820,2-1
1677057731,168824,1-13
1677057737,168837,5-0
1677057741,168775,1-25
1677057742,168866,5-19
1677057746,168838,3-0
1677057748,168839,6-15
1677057751,168829,4-0
1677057757,168804,1-6
1677057761,168826,1-0
1677057767,168813,2-5
1677057771,168893,2-19
1677057775,168780,1-17
1677057776,168805,2-10
1677057782,168814,1-10
1677057788,168868,1-8
1677057790,168844,5-11
1677057792,168801,4-14
1677057793,168871,3-2
1677057802,168869,1-18
1677057803,168866,5-15
1677057806,168789,6-3
1677057812,168780,4-0
1677057818,168829,4-25
1677057820,168803,1-8
1677057830,168784,6-16
1677057834,168880,1-5
1677057838,168806,6-23
1677057840,168826,6-0
1677057845,168851,5-5
1677057846,168897,6-0
1677057849,168827,6-10
1677057854,168815,4-17
1677057858,168809,3-2
1677057864,168803,1-15
1677057870,168808,6-0
1677057876,168866,5-11
1677057878,168832,0-0
1677057880,168848,4-0
1677057886,168845,1-6
1677057889,168892,3-7
1677057893,168804,1-16
1677057894,168890,4-22
1677057896,168858,1-10
1677057901,168827,6-13
1677057906,168893,2-16
1677057912,168841,1-15
1677057915,168849,4-25
1677057920,168798,5-13
1677057925,168823,6-21
1677057930,168813,2-21
1677057931,168845,1-13
1677057934,168791,6-24
1677057938,168832,2-0
1677057943,168867,4-22
1677057946,168849,4-10
1677057950,168797,1-7
1677057953,168811,5-0
1677057956,168849,4-14
1677057958,168790,5-10
1677057959,168897,6-8
1677057961,168859,3-13
1677057963,168827,6-20
1677057966,168829,4-10
1677057970,168782,4-23
1677057972,168843,6-1
1677057973,168881,6-21
1677057979,168891,0-0
1677057981,168831,4-4
1677057983,168867,4-5
1677057984,168824,1-8
1677057985,168834,4-2
1677057989,168804,1-15
1677057991,168845,1-5
1677057997,168877,2-8
1677058003,168789,6-25
1677058006,168828,3-3
1677058007,168858,1-17
1677058010,168834,4-25
1677058013,168794,5-4
1677058016,168821,5-19
1677058017,168823,6-2
1677058022,168880,1-25
1677058024,168812,2-0
1677058027,168779,3-12
1677058032,168827,6-24
1677058036,168851,5-9
1677058040,168789,6-2
1677058042,168868,1-2
1677058044,168778,4-12
1677058046,168830,0-0
1677058050,168837,5-16
1677058051,168780,1-0
1677058056,168837,5-25
1677058057,168892,3-25
1677058059,168794,5-2
1677058064,168798,3-0
1677058066,168790,5-1
1677058067,168868,1-6
1677058069,168869,1-14
1677058071,168850,4-24
1677058073,168820,2-23
1677058075,168854,0-0
1677058076,168841,1-7
1677058080,168877,2-17
1677058086,168775,1-6
1677058087,168822,4-10
1677058093,168778,4-1
1677058097,168881,6-6
1677058101,168849,4-7
1677058104,168821,5-9
1677058107,168873,4-4
1677058112,168890,4-10
1677058117,168865,4-4
1677058121,168822,4-15
1677058127,168814,1-23
1677058133,168795,2-24
1677058138,168798,3-21
1677058139,168806,6-7
1677058143,168801,2-0
1677058149,168897,3-0
1677058153,168799,3-12
1677058157,168847,4-8
1677058163,168890,4-17
1677058166,168827,5-0
1677058170,168881,3-0
1677058175,168851,5-15
1677058180,168866,5-11
1677058181,168858,1-9
1677058185,168860,3-17
1677058190,168889,3-16
1677058192,168810,4-19
1677058193,168790,5-11
1677058198,168820,2-14
1677058199,168781,2-6
1677058201,168830,6-0
1677058202,168816,1-0
1677058206,168843,6-6
1677058210,168860,3-17
1677058212,168822,4-8
1677058218,168816,1-10
1677058220,168874,4-9
1677058225,168779,3-16
1677058230,168777,6-10
1677058233,168805,2-10
1677058239,168899,4-11
1677058241,168812,2-7
1677058243,168785,6-2
1677058245,168858,1-6
1677058248,168865,4-18
1677058251,168826,6-21
1677058255,168874,4-12
1677058263,168778,4-2
1677058269,168818,1-1
1677058273,168784,6-3
1677058275,168805,2-13
1677058286,168819,6-0
1677058290,168825,1-12
1677058294,168874,4-1
1677058297,168790,5-20
1677058299,168890,4-6
1677058305,168779,3-16
1677058310,168821,5-23
1677058313,168873,4-12
1677058314,168809,3-3
1677058317,168824,0-0
1677058319,168787,0-0
1677058322,168840,0-0
1677058326,168795,3-0
1677058332,168849,5-0
1677058334,168816,1-13
1677058336,168825,1-16
1677058338,168824,2-0
1677058339,168778,4-23
1677058344,168856,0-0
1677058348,168810,4-3
1677058351,168782,4-8
1677058353,168793,5-24
1677058356,168872,1-21
1677058358,168870,6-7
1677058364,168865,4-21
1677058367,168856,2-0
1677058376,168798,1-0
1677058380,168898,6-0
1677058383,168816,1-1
1677058387,168855,3-5
1677058392,168813,2-11
1677058394,168794,2-0
1677058396,168827,5-19
1677058400,168773,2-4
1677058402,168850,4-10
1677058403,168827,5-9
1677058406,168826,6-18
1677058409,168859,3-25
1677058410,168798,1-12
1677058414,168787,6-0
1677058417,168834,6-0
1677058420,168846,6-8
1677058425,168867,2-0
1677058426,168848,4-12
1677058429,168798,1-13
1677058435,168891,1-0
1677058439,168898,6-21
1677058441,168822,4-3
1677058446,168895,2-12
1677058450,168809,3-8
1677058451,168794,2-1
1677058452,168777,6-20
1677058456,168799,3-24
1677058458,168846,6-0
1677058463,168837,5-8
1677058468,168874,3-0
1677058471,168839,6-18
1677058473,168869,1-8
1677058479,168781,2-9
1677058485,168827,5-13
1677058489,168859,1-0
1677058494,168877,2-22
1677058500,168898,4-0
1677058505,168866,5-6
1677058506,168840,1-0
1677058509,168879,4-11
1677058510,168809,3-20
1677058514,168789,6-23
1677058516,168803,1-7
1677058522,168803,1-6
1677058525,168891,1-20
1677058529,168847,1-0
1677058535,168815,4-0
1677058536,168789,6-17
1677058537,168876,2-23
1677058542,168801,2-0
1677058547,168891,1-13
1677058553,168806,6-10
1677058556,168875,5-15
1677058561,168813,2-12
1677058567,168856,2-20
1677058572,168798,1-0
1677058573,168877,2-0
1677058579,168871,3-8
1677058584,168868,1-3
1677058587,168859,1-24
1677058592,168833,0-0
1677058595,168854,4-0
1677058600,168816,1-9
1677058601,168784,6-3
1677058604,168830,6-12
1677058613,168837,5-19
1677058616,168879,4-1
1677058621,168854,4-8
1677058624,168852,2-24
1677058625,168832,2-9
1677058627,168791,6-19
1677058636,168843,2-0
1677058637,168874,3-4
1677058640,168867,4-0
1677058644,168798,1-24
1677058647,168791,6-10
1677058648,168848,4-7
1677058651,168861,1-0
1677058657,168870,6-22
1677058659,168824,2-23
1677058660,168791,6-5
1677058663,168795,3-2
1677058667,168817,4-23
1677058670,168822,4-15
1677058675,168863,5-20
1677058676,168821,5-24
1677058680,168861,1-5
1677058691,168881,6-0
1677058694,168834,6-9
1677058700,168842,4-14
1677058701,168799,3-22
1677058704,168893,2-12
1677058709,168819,5-0
1677058712,168879,4-15
1677058715,168840,1-21
1677058718,168800,2-18
1677058720,168880,1-24
1677058725,168817,6-0
1677058727,168894,3-11
1677058731,168868,1-8
1677058734,168878,3-7
1677058745,168820,2-7
1677058748,168854,4-10
1677058754,168855,3-10
1677058756,168823,0-0
1677058758,168845,1-6
1677058761,168808,6-17
1677058770,168858,1-5
1677058774,168820,5-0
1677058776,168878,3-25
1677058782,168899,4-8
1677058785,168872,0-0
1677058788,168848,4-15
1677058795,168843,2-6
1677058801,168813,2-20
1677058806,168829,4-16
1677058810,168882,2-13
1677058813,168822,4-8
1677058819,168894,5-0
1677058823,168795,3-16
1677058827,168832,2-13
1677058833,168787,6-20
1677058837,168844,5-20
1677058842,168848,4-23
1677058847,168834,6-11
1677058851,168812,2-7
1677058856,168875,1-0
1677058858,168801,2-20
1677058859,168808,6-9
1677058861,168883,6-18
1677058863,168832,2-11
1677058866,168899,4-12
1677058868,168819,5-18
1677058873,168850,4-11
1677058876,168840,1-13
1677058878,168812,2-9
1677058882,168783,2-16
1677058884,168832,1-0
1677058886,168781,2-3
1677058888,168858,1-10
1677058894,168850,4-2
1677058895,168798,1-3
1677058898,168803,1-12
1677058903,168815,4-3
1677058905,168849,5-15
1677058907,168874,3-2
1677058908,168850,4-8
1677058912,168809,3-4
1677058914,168853,2-0
1677058916,168862,4-0
1677058917,168796,1-19
1677058920,168866,6-0
1677058926,168845,1-1
1677058932,168892,1-0
1677058936,168804,1-19
1677058940,168777,6-16
1677058942,168848,4-9
1677058948,168869,6-0
1677058950,168870,6-7
1677058954,168859,0-0
1677058958,168877,2-11
1677058962,168893,2-12
1677058967,168802,1-20
1677058971,168817,6-6
1677058976,168851,5-6
1677058977,168845,1-8
1677058978,168790,5-14
1677058983,168861,1-3
1677058989,168773,2-24
1677058993,168850,4-18
1677058994,168843,3-0
1677058996,168863,5-16
1677059002,168784,6-7
1677059008,168777,6-11
1677059014,168777,6-22
1677059016,168790,5-7
1677059018,168794,2-21
1677059023,168796,1-22
1677059028,168891,1-17
1677059034,168788,6-3
1677059036,168788,1-0
1677059038,168857,0-0
1677059040,168837,5-6
1677059046,168861,1-0
1677059049,168894,5-17
1677059053,168889,6-0
1677059059,168853,2-10
1677059064,168857,5-0
1677059065,168893,2-23
1677059070,168784,6-11
1677059073,168850,4-16
1677059078,168774,0-0
1677059084,168858,1-14
1677059090,168867,4-19
1677059094,168805,2-20
1677059097,168831,4-24
1677059100,168825,1-5
1677059101,168848,4-11
1677059102,168778,0-0
1677059104,168893,2-25
1677059108,168801,2-15
1677059120,168783,2-17
1677059124,168773,2-9
1677059130,168881,6-16
1677059134,168830,6-18
1677059135,168812,6-0
1677059136,168847,1-20
1677059142,168823,4-0
1677059149,168782,4-15
1677059153,168837,5-6
1677059158,168785,6-17
1677059164,168864,3-0
1677059167,168823,1-0
1677059173,168862,4-4
1677059179,168808,6-24
1677059182,168820,5-25
1677059186,168775,0-0
1677059192,168773,2-24
1677059195,168775,3-0
1677059198,168849,5-8
1677059199,168826,0-0
1677059200,168787,6-0
1677059202,168777,6-5
1677059208,168823,1-18
1677059214,168825,1-12
1677059217,168805,2-23
1677059222,168777,3-0
1677059224,168818,2-0
1677059227,168861,1-20
1677059234,168825,1-1
1677059239,168882,2-22
1677059245,168875,1-25
1677059250,168858,1-18
1677059252,168799,3-25
1677059255,168848,0-0
1677059258,168890,4-2
1677059259,168855,3-19
1677059261,168804,1-6
1677059267,168801,0-0
1677059269,168899,4-20
1677059273,168809,3-24
1677059274,168779,3-2
1677059280,168823,1-20
1677059286,168799,3-6
1677059291,168805,2-23
1677059294,168839,6-0
1677059297,168873,4-4
1677059300,168880,1-22
1677059306,168820,5-16
1677059309,168783,2-12
1677059313,168854,4-20
1677059317,168792,5-25
1677059319,168783,2-2
1677059322,168874,3-13
1677059327,168815,4-15
1677059331,168873,4-16
1677059334,168785,6-12
1677059336,168866,1-0
1677059340,168787,6-6
1677059346,168852,4-0
1677059348,168845,1-21
1677059353,168826,4-0
1677059360,168802,0-0
1677059365,168787,6-23
1677059367,168822,2-0
1677059373,168873,4-6
1677059378,168868,1-14
1677059383,168846,5-0
1677059388,168836,2-1
1677059390,168865,5-0
1677059392,168778,4-0
1677059398,168837,5-16
1677059403,168779,3-21
1677059405,168842,4-1
1677059407,168849,5-23
1677059409,168832,0-0
1677059412,168843,3-21
1677059416,168779,3-24
1677059425,168782,4-3
1677059430,168777,3-11
1677059436,168849,5-7
1677059440,168777,3-4
1677059441,168829,4-2
1677059442,168877,6-0
1677059449,168856,2-17
1677059452,168854,4-15
1677059457,168863,5-7
1677059462,168797,1-21
1677059463,168879,4-5
1677059467,168791,6-12
1677059470,168875,1-12
1677059474,168823,1-12
1677059478,168883,6-11
1677059479,168839,1-0
1677059483,168872,5-0
1677059484,168841,0-0
1677059488,168899,4-5
1677059491,168874,0-0
1677059495,168894,0-0
1677059498,168830,6-1
1677059504,168826,5-0
1677059505,168779,3-2
1677059509,168830,6-11
1677059515,168882,2-18
1677059521,168852,4-22
1677059524,168846,5-3
1677059527,168879,4-9
1677059528,168837,2-0
1677059530,168783,2-24
1677059536,168815,4-8
1677059541,168874,2-0
1677059546,168780,4-0
1677059555,168793,0-0
1677059559,168846,5-20
1677059560,168827,0-0
1677059565,168801,6-0
1677059571,168836,2-6
1677059576,168815,4-7
1677059579,168858,1-2
1677059583,168875,1-8
1677059586,168788,1-24
1677059592,168814,1-13
1677059598,168864,3-20
1677059602,168797,1-5
1677059611,168822,2-15
1677059612,168780,4-8
1677059614,168857,5-10
1677059618,168889,6-13
1677059620,168834,6-13
1677059625,168817,5-0
1677059630,168796,5-0
1677059634,168798,1-0
1677059640,168894,2-0
1677059645,168856,2-1
1677059650,168806,5-0
1677059656,168775,3-23
1677059659,168898,4-16
1677059661,168784,6-16
1677059662,168859,2-0
1677059664,168792,5-14
1677059670,168819,5-22
1677059676,168890,5-0
1677059677,168851,5-12
1677059678,168879,4-14
1677059679,168834,6-25
1677059681,168778,4-25
1677059685,168840,1-6
1677059688,168883,6-7
1677059690,168898,6-0
1677059691,168818,2-13
1677059694,168802,5-0
1677059698,168846,5-20
1677059703,168797,1-7
1677059709,168890,3-0
1677059710,168832,5-0
1677059715,168890,3-25
1677059721,168836,2-4
1677059723,168829,4-7
1677059726,168812,6-14
1677059732,168891,1-8
1677059736,168891,4-0
1677059739,168818,2-16
1677059742,168828,3-3
1677059743,168825,1-6
1677059745,168789,6-23
1677059750,168774,1-0
1677059751,168789,6-11
1677059754,168795,3-9
1677059760,168788,1-1
1677059761,168838,3-15
1677059764,168875,1-22
1677059770,168848,5-0
1677059772,168774,1-14
1677059775,168859,2-3
1677059780,168803,1-19
1677059782,168890,3-13
1677059783,168784,4-0
1677059786,168781,2-8
1677059787,168869,6-24
1677059792,168777,3-14
1677059796,168802,4-0
1677059802,168843,3-5
1677059805,168841,4-0
1677059810,168806,5-2
1677059815,168800,2-25
1677059817,168829,4-20
1677059818,168834,2-0
1677059820,168876,3-0
1677059822,168813,2-7
1677059827,168826,5-15
1677059832,168881,6-4
1677059836,168854,4-8
1677059837,168812,6-13
1677059841,168848,5-17
1677059844,168826,5-19
1677059848,168874,5-0
1677059849,168801,6-3
1677059854,168811,5-14
1677059856,168827,6-0
1677059859,168899,4-23
1677059863,168862,3-0
1677059866,168798,1-19
1677059869,168812,6-23
1677059873,168813,2-25
1677059878,168802,4-23
1677059883,168868,1-8
1677059885,168813,2-8
1677059890,168804,1-12
1677059895,168879,4-9
1677059899,168787,6-8
1677059903,168790,0-0
1677059907,168857,5-20
1677059912,168820,5-22
1677059917,168863,5-9
1677059921,168858,1-14
1677059923,168797,1-6
1677059926,168883,6-9
1677059929,168843,3-13
1677059931,168846,5-11
1677059933,168827,6-8
1677059938,168775,3-7
1677059941,168803,1-4
1677059944,168860,3-8
1677059950,168863,5-2
1677059956,168830,6-5
1677059957,168785,6-5
1677059963,168897,0-0
1677059965,168890,3-17
1677059966,168773,2-22
1677059968,168802,1-0
1677059971,168883,6-13
1677059974,168822,2-11
1677059980,168811,5-18
1677059984,168794,2-20
1677059986,168784,4-12
1677059992,168844,5-3
1677059993,168823,1-2
1677059996,168845,1-10
1677060002,168894,2-19
1677060003,168795,3-24
1677060004,168823,1-19
1677060007,168837,2-5
1677060011,168785,6-25
1677060016,168834,4-0
1677060020,168790,2-0
1677060021,168827,6-0
1677060022,168811,5-0
1677060026,168883,6-7
1677060032,168802,1-8
1677060037,168853,2-21
1677060041,168815,4-16
1677060045,168850,0-0
1677060050,168890,3-14
1677060053,168893,2-23
1677060059,168864,3-0
1677060060,168856,2-12
1677060061,168876,3-16
1677060064,168798,5-0
1677060069,168803,1-21
1677060075,168831,6-0
1677060080,168891,4-23
1677060082,168813,2-19
1677060086,168860,3-7
1677060089,168815,4-12
1677060092,168808,6-8
1677060093,168843,3-20
1677060094,168855,3-14
1677060096,168847,3-0
1677060100,168866,1-19
1677060103,168815,4-20
1677060108,168795,3-19
1677060111,168876,3-23
1677060114,168893,2-15
1677060117,168775,5-0
1677060123,168796,3-0
1677060129,168860,6-0
1677060132,168871,3-19
1677060136,168785,6-21
1677060139,168892,1-14
1677060141,168784,4-17
1677060143,168797,1-14
1677060146,168819,5-23
1677060152,168875,1-24
1677060156,168848,5-3
1677060160,168844,5-3
1677060166,168895,2-1
1677060170,168833,1-0
1677060174,168850,4-0
1677060176,168892,1-22
1677060181,168881,6-15
1677060187,168809,3-19
1677060189,168787,6-11
1677060191,168862,3-15
1677060192,168783,2-9
1677060196,168779,2-0
1677060200,168797,1-8
1677060206,168796,3-12
1677060209,168826,5-15
1677060215,168851,5-9
1677060221,168847,3-8
1677060225,168808,6-11
1677060231,168828,3-3
1677060234,168835,0-0
1677060239,168818,2-4
1677060244,168866,1-25
1677060245,168859,2-9
1677060248,168874,5-1
1677060252,168838,3-21
1677060254,168801,2-0
1677060259,168833,1-19
1677060265,168872,5-15
1677060268,168854,4-7
1677060269,168862,3-4
1677060270,168864,3-11
1677060275,168820,6-0
1677060277,168848,5-3
1677060280,168891,4-16
1677060284,168878,3-18
1677060287,168865,5-14
1677060293,168861,4-0
1677060294,168812,2-0
1677060296,168792,5-12
1677060298,168788,1-13
1677060300,168879,1-0
1677060306,168853,2-21
1677060313,168875,1-9
1677060314,168868,1-8
1677060316,168848,5-14
1677060318,168858,1-7
1677060322,168778,4-20
1677060327,168819,5-23
1677060330,168816,2-0
1677060332,168823,1-2
1677060333,168784,4-8
1677060335,168865,5-7
1677060340,168892,6-0
1677060342,168796,3-14
1677060348,168793,1-0
1677060354,168848,5-12
1677060359,168879,5-0
1677060363,168864,3-8
1677060368,168890,6-0
1677060373,168843,3-15
1677060376,168808,6-20
1677060381,168892,6-1
1677060385,168784,4-21
1677060388,168889,6-1
1677060390,168897,5-0
1677060391,168810,1-0
1677060397,168793,1-18
1677060401,168891,4-12
1677060404,168819,5-7
1677060406,168822,2-19
1677060410,168814,1-19
1677060413,168811,5-3
1677060415,168838,3-6
1677060419,168790,2-17
1677060422,168815,4-19
1677060424,168796,3-0
1677060427,168783,2-17
1677060433,168779,2-20
1677060435,168881,6-6
1677060439,168815,4-2
1677060445,168837,2-14
1677060450,168854,4-25
1677060455,168782,6-0
1677060460,168875,1-15
1677060463,168811,5-6
1677060466,168877,1-0
1677060470,168860,6-19
1677060480,168862,3-18
1677060483,168878,3-19
1677060485,168864,4-0
1677060486,168866,1-0
1677060489,168843,3-21
1677060491,168839,1-1
1677060493,168875,1-18
1677060494,168861,3-0
1677060495,168868,1-21
1677060497,168897,5-25
1677060499,168897,5-3
1677060505,168867,4-24
1677060509,168877,1-23
1677060512,168820,2-0
1677060514,168863,5-3
1677060519,168817,5-4
1677060527,168817,5-23
1677060528,168828,3-13
1677060530,168815,5-0
1677060536,168859,2-10
1677060542,168806,3-0
1677060547,168883,6-22
1677060552,168889,6-17
1677060555,168773,2-18
1677060557,168795,3-10
1677060563,168864,4-0
1677060569,168855,3-12
1677060571,168787,6-9
1677060575,168876,3-14
1677060580,168849,5-14
1677060583,168813,2-3
1677060585,168857,5-14
1677060589,168778,4-20
1677060592,168895,2-25
1677060597,168869,6-14
1677060603,168819,5-1
1677060605,168883,6-0
1677060609,168822,2-10
1677060611,168860,6-9
1677060614,168775,5-21
1677060618,168819,5-3
1677060622,168790,4-0
1677060628,168841,0-0
1677060629,168875,1-12
1677060632,168878,3-23
1677060636,168808,6-25
1677060641,168820,4-0
1677060642,168774,1-5
1677060647,168870,6-7
1677060653,168778,4-0
1677060659,168861,3-25
1677060662,168895,2-5
1677060664,168788,1-20
1677060667,168833,1-20
1677060668,168799,0-0
1677060670,168834,4-6
1677060673,168876,3-1
1677060678,168839,1-7
1677060681,168823,1-23
1677060683,168873,4-18
1677060688,168848,1-0
1677060692,168825,1-12
1677060693,168883,6-22
1677060696,168828,3-4
1677060701,168848,1-14
1677060707,168897,5-24
1677060712,168796,3-8
1677060713,168817,5-6
1677060718,168869,6-18
1677060721,168845,1-19
1677060724,168840,1-1
1677060726,168779,2-10
1677060731,168823,2-0
1677060732,168784,4-14
1677060733,168849,5-11
1677060738,168854,4-24
1677060745,168802,4-0
1677060749,168789,6-10
1677060755,168854,4-23
1677060760,168805,0-0
1677060766,168868,1-4
1677060772,168842,4-13
1677060775,168851,5-4
1677060779,168864,4-7
1677060784,168795,3-19
1677060788,168813,5-0
1677060794,168806,3-9
1677060798,168864,4-20
1677060800,168891,6-0
1677060801,168867,4-4
1677060806,168799,4-0
1677060809,168788,1-13
1677060810,168819,5-25
1677060813,168879,5-12
1677060819,168806,3-23
1677060821,168848,1-21
1677060826,168782,6-1
1677060829,168899,4-1
1677060830,168788,1-10
1677060834,168864,4-0
1677060837,168843,3-15
1677060843,168823,6-0
1677060844,168806,3-1
1677060846,168845,1-7
1677060850,168773,3-0
1677060855,168828,3-2
1677060861,168872,5-16
1677060863,168851,5-10
1677060868,168881,6-13
1677060869,168895,6-0
1677060874,168868,2-0
1677060876,168893,2-9
1677060881,168813,3-0
1677060882,168843,3-14
1677060886,168823,6-14
1677060892,168882,2-14
1677060898,168800,2-21
1677060899,168846,5-9
1677060902,168846,5-3
1677060908,168867,4-11
1677060913,168865,0-0
1677060914,168879,5-10
1677060920,168831,6-22
1677060922,168805,4-0
1677060926,168881,6-23
1677060927,168832,5-15
1677060933,168789,6-7
1677060935,168821,5-9
1677060941,168860,6-2
1677060947,168778,4-2
1677060949,168890,6-18
1677060950,168855,3-0
1677060953,168873,4-22
1677060956,168883,6-22
1677060959,168863,5-13
1677060960,168840,1-3
1677060961,168848,1-0
1677060965,168842,4-8
1677060968,168838,3-0
1677060969,168824,0-0
1677060973,168804,1-5
1677060977,168827,6-10
1677060983,168813,3-22
1677060985,168779,2-8
1677060989,168839,1-13
1677060991,168788,1-20
1677060997,168854,4-3
1677061000,168827,6-15
1677061001,168843,3-22
1677061004,168795,4-0
1677061010,168879,5-23
1677061015,168872,5-18
1677061019,168825,3-0
1677061020,168848,1-22
1677061023,168795,4-1
1677061027,168816,1-0
1677061030,168781,2-6
1677061035,168838,3-2
1677061041,168832,5-8
1677061044,168819,5-11
1677061045,168844,5-11
1677061055,168837,2-24
1677061057,168881,6-10
1677061060,168872,5-22
1677061064,168852,4-19
1677061068,168844,5-20
1677061073,168829,4-20
1677061077,168822,2-7
1677061080,168804,1-12
1677061084,168780,4-19
1677061088,168873,1-0
1677061094,168834,3-0
1677061098,168791,6-9
1677061102,168805,4-6
1677061104,168858,1-18
1677061110,168808,6-6
1677061114,168855,3-19
1677061118,168817,5-2
1677061119,168828,3-11
1677061121,168861,3-25
1677061125,168874,5-8
1677061129,168857,5-23
1677061135,168811,5-10
1677061140,168830,6-1
1677061142,168774,1-13
1677061145,168872,5-7
1677061151,168875,1-21
1677061152,168818,2-4
1677061157,168882,2-7
1677061161,168799,4-4
1677061167,168844,5-8
1677061172,168824,6-0
1677061173,168833,1-1
1677061178,168848,1-6
1677061183,168856,6-0
1677061188,168894,2-24
1677061191,168860,6-3
1677061194,168840,1-15
1677061199,168889,6-18
1677061202,168799,4-12
1677061207,168848,1-2
1677061213,168828,3-25
1677061219,168863,5-18
1677061223,168855,3-7
1677061227,168788,1-3
1677061230,168836,2-21
1677061232,168808,4-0
1677061235,168774,1-10
1677061241,168775,5-17
1677061247,168779,2-7
1677061249,168830,6-17
1677061252,168859,2-25
1677061258,168780,2-0
1677061261,168895,6-11
1677061267,168872,5-6
1677061268,168850,4-23
1677061271,168848,1-10
1677061276,168827,6-15
1677061281,168841,2-0
1677061282,168817,5-21
1677061285,168861,3-5
1677061289,168854,4-18
1677061293,168893,2-22
1677061299,168775,5-9
1677061301,168826,5-18
1677061306,168790,1-0
